Timestamp,Shift,Analyst_ID,Urea_Biuret_Pct,Urea_Moisture_Pct,Urea_Prill_Size_Pct,Ammonia_Purity_Pct,Boiler_Water_pH
2025-05-10,Morning,AN-01,0.812,0.18,94.93,99.661,8.89
2025-05-10,Evening,AN-03,0.668,0.179,90.3,99.811,8.84
2025-05-10,Night,AN-02,0.873,0.2,93.01,99.824,8.71
2025-05-11,Morning,AN-02,0.793,0.215,96.41,99.815,8.7
2025-05-11,Evening,AN-02,0.792,0.233,93.15,99.74,8.99
2025-05-11,Night,AN-03,0.732,0.192,95.37,99.804,8.54
2025-05-12,Morning,AN-02,0.676,0.232,98.65,99.774,9.34
2025-05-12,Evening,AN-03,0.757,0.232,93.32,99.719,9.05
2025-05-12,Night,AN-01,0.685,0.281,95.12,99.61,9.36
2025-05-13,Morning,AN-02,0.816,0.266,91.14,99.608,9.25
2025-05-13,Evening,AN-01,0.772,0.285,91.45,99.556,9.36
2025-05-13,Night,AN-02,0.754,0.212,92.81,99.538,8.97
2025-05-14,Morning,AN-02,0.79,0.195,94.96,99.697,9.53
2025-05-14,Evening,AN-02,0.768,0.209,93.22,99.783,8.89
2025-05-14,Night,AN-01,0.621,0.279,94.63,99.604,9.16
2025-05-15,Morning,AN-03,0.779,0.237,92.03,99.613,9.43
2025-05-15,Evening,AN-04,0.726,0.168,96.18,99.777,8.92
2025-05-15,Night,AN-03,0.756,0.242,94.51,99.576,9.22
2025-05-16,Morning,AN-04,0.821,0.208,96.59,99.76,8.85
2025-05-16,Evening,AN-04,0.815,0.212,95.82,99.764,9.54
2025-05-16,Night,AN-02,0.69,0.22,96.17,99.585,9.03
2025-05-17,Morning,AN-02,0.706,0.246,92.69,99.695,9.01
2025-05-17,Evening,AN-01,0.596,0.249,91.39,99.697,8.96
2025-05-17,Night,AN-04,0.793,0.189,93.79,99.716,8.83
2025-05-18,Morning,AN-02,0.776,0.217,95.14,99.538,9.09
2025-05-18,Evening,AN-02,0.789,0.236,94.65,99.675,8.97
2025-05-18,Night,AN-01,0.776,0.193,91.89,99.764,8.93
2025-05-19,Morning,AN-01,0.638,0.22,94.38,99.785,9.04
2025-05-19,Evening,AN-01,0.763,0.15,91.26,99.623,9.37
2025-05-19,Night,AN-04,0.828,0.248,90.88,99.705,8.82
2025-05-20,Morning,AN-03,0.649,0.212,92.79,99.61,8.87
2025-05-20,Evening,AN-03,0.691,0.199,93.74,99.745,8.48
2025-05-20,Night,AN-01,0.863,0.195,97.11,99.624,9.16
2025-05-21,Morning,AN-04,0.776,0.248,91.37,99.709,8.77
2025-05-21,Evening,AN-02,0.77,0.22,94.34,99.729,8.89
2025-05-21,Night,AN-04,0.535,0.228,93.4,99.624,9.51
2025-05-22,Morning,AN-02,0.827,0.23,94.71,99.805,9.21
2025-05-22,Evening,AN-01,0.746,0.257,95.8,99.637,8.67
2025-05-22,Night,AN-04,0.734,0.21,93.48,99.876,8.73
2025-05-23,Morning,AN-02,0.728,0.248,94.54,99.704,9.05
2025-05-23,Evening,AN-02,0.705,0.229,93.52,99.693,8.86
2025-05-23,Night,AN-03,0.7,0.214,92.23,99.479,9.22
2025-05-24,Morning,AN-02,0.852,0.253,92.65,99.661,9.26
2025-05-24,Evening,AN-01,0.771,0.265,96.43,99.741,9.19
2025-05-24,Night,AN-02,0.8,0.196,96.66,99.577,9.33
2025-05-25,Morning,AN-02,0.766,0.229,97.07,99.807,9.05
2025-05-25,Evening,AN-01,0.825,0.198,89.93,99.619,9.38
2025-05-25,Night,AN-02,0.689,0.199,95.29,99.684,8.66
2025-05-26,Morning,AN-02,0.752,0.215,91.23,99.757,8.98
2025-05-26,Evening,AN-02,0.663,0.247,93.86,99.755,8.71
2025-05-26,Night,AN-03,0.678,0.247,90.8,99.761,9.13
2025-05-27,Morning,AN-04,0.674,0.263,92.53,99.693,8.92
2025-05-27,Evening,AN-03,0.789,0.231,94.49,99.564,8.92
2025-05-27,Night,AN-01,0.777,0.229,94.49,99.546,9.19
2025-05-28,Morning,AN-03,0.799,0.293,91.03,99.592,8.71
2025-05-28,Evening,AN-02,0.847,0.202,89.69,99.764,8.7
2025-05-28,Night,AN-02,0.805,0.227,94.52,99.623,8.9
2025-05-29,Morning,AN-03,0.911,0.251,94.02,99.805,9.04
2025-05-29,Evening,AN-03,0.752,0.195,94.36,99.865,9.47
2025-05-29,Night,AN-01,0.733,0.237,90.41,99.714,9.28
2025-05-30,Morning,AN-04,0.794,0.24,93.51,99.656,9.26
2025-05-30,Evening,AN-04,0.907,0.22,95.62,99.834,8.81
2025-05-30,Night,AN-02,0.711,0.18,92.68,99.709,8.87
2025-05-31,Morning,AN-01,0.792,0.26,95.28,99.75,8.75
2025-05-31,Evening,AN-04,0.995,0.256,94.13,99.635,9.05
2025-05-31,Night,AN-04,0.713,0.215,93.34,99.655,9.05
2025-06-01,Morning,AN-03,0.689,0.245,96.95,99.744,9.0
2025-06-01,Evening,AN-04,0.678,0.25,94.11,99.707,9.3
2025-06-01,Night,AN-01,0.74,0.195,89.43,99.864,8.75
2025-06-02,Morning,AN-01,0.734,0.198,93.13,99.545,8.88
2025-06-02,Evening,AN-04,0.727,0.23,93.54,99.754,8.7
2025-06-02,Night,AN-03,0.719,0.203,96.38,99.586,8.91
2025-06-03,Morning,AN-04,0.777,0.246,96.65,99.692,8.7
2025-06-03,Evening,AN-01,0.778,0.19,93.3,99.522,8.98
2025-06-03,Night,AN-02,0.683,0.19,95.56,99.585,8.87
2025-06-04,Morning,AN-01,0.84,0.24,92.63,99.781,8.11
2025-06-04,Evening,AN-04,0.761,0.144,97.67,99.775,9.49
2025-06-04,Night,AN-01,0.826,0.209,89.92,99.608,9.39
2025-06-05,Morning,AN-04,0.728,0.272,93.66,99.81,9.01
2025-06-05,Evening,AN-04,0.582,0.246,91.63,99.74,8.68
2025-06-05,Night,AN-03,0.773,0.143,92.97,99.721,9.21
2025-06-06,Morning,AN-03,0.662,0.227,96.06,99.649,8.82
2025-06-06,Evening,AN-03,0.732,0.164,95.25,99.714,8.58
2025-06-06,Night,AN-01,0.774,0.231,96.34,99.769,8.96
2025-06-07,Morning,AN-01,0.655,0.19,91.85,99.77,9.05
2025-06-07,Evening,AN-03,0.571,0.156,92.23,99.746,8.31
2025-06-07,Night,AN-02,0.71,0.215,94.78,99.678,9.46
2025-06-08,Morning,AN-03,0.702,0.187,98.56,99.722,9.01
2025-06-08,Evening,AN-04,0.821,0.177,95.21,99.622,9.17
2025-06-08,Night,AN-02,0.704,0.23,90.31,99.775,8.9
2025-06-09,Morning,AN-01,0.66,0.223,92.15,99.584,9.15
2025-06-09,Evening,AN-03,0.809,0.223,92.16,99.683,9.38
2025-06-09,Night,AN-04,0.761,0.19,90.91,99.821,9.43
2025-06-10,Morning,AN-02,0.82,0.206,91.63,99.796,8.02
2025-06-10,Evening,AN-04,0.868,0.199,92.58,99.785,8.89
2025-06-10,Night,AN-02,0.713,0.185,91.2,99.73,8.99
2025-06-11,Morning,AN-03,0.789,0.228,95.02,99.62,8.86
2025-06-11,Evening,AN-01,0.674,0.272,95.46,99.676,9.28
2025-06-11,Night,AN-01,0.661,0.224,93.66,99.802,9.07
2025-06-12,Morning,AN-01,0.768,0.271,93.37,99.515,9.2
2025-06-12,Evening,AN-03,0.62,0.166,96.38,99.659,8.97
2025-06-12,Night,AN-01,0.793,0.226,94.05,99.827,9.18
2025-06-13,Morning,AN-01,0.773,0.244,92.0,99.627,8.94
2025-06-13,Evening,AN-02,0.762,0.2,94.39,99.908,8.56
2025-06-13,Night,AN-01,0.797,0.261,92.75,99.643,8.9
2025-06-14,Morning,AN-01,0.717,0.277,94.67,99.566,9.12
2025-06-14,Evening,AN-01,0.626,0.212,93.81,99.714,9.05
2025-06-14,Night,AN-03,0.664,0.201,93.36,99.615,9.31
2025-06-15,Morning,AN-04,0.745,0.227,91.23,99.775,9.17
2025-06-15,Evening,AN-04,0.765,0.233,92.43,99.703,8.38
2025-06-15,Night,AN-03,0.697,0.174,95.79,99.628,8.81
2025-06-16,Morning,AN-04,0.764,0.235,93.05,99.637,8.45
2025-06-16,Evening,AN-04,0.842,0.201,89.6,99.86,8.91
2025-06-16,Night,AN-01,0.706,0.226,90.98,99.66,9.08
2025-06-17,Morning,AN-03,0.723,0.223,90.31,99.646,9.07
2025-06-17,Evening,AN-01,0.778,0.212,96.38,99.843,9.37
2025-06-17,Night,AN-02,0.705,0.205,96.33,99.795,8.97
2025-06-18,Morning,AN-04,0.846,0.224,89.37,99.588,8.95
2025-06-18,Evening,AN-03,0.775,0.168,94.26,99.686,9.05
2025-06-18,Night,AN-03,0.871,0.199,96.25,99.582,9.34
2025-06-19,Morning,AN-02,0.712,0.215,90.64,99.523,8.84
2025-06-19,Evening,AN-04,0.647,0.237,94.45,99.513,8.71
2025-06-19,Night,AN-03,0.727,0.262,92.93,99.794,9.28
2025-06-20,Morning,AN-01,0.659,0.23,92.72,99.649,8.85
2025-06-20,Evening,AN-04,0.742,0.199,95.69,99.782,8.74
2025-06-20,Night,AN-02,0.753,0.233,95.5,99.598,9.12
2025-06-21,Morning,AN-04,0.729,0.185,92.85,99.63,8.73
2025-06-21,Evening,AN-03,0.591,0.202,94.92,99.622,9.0
2025-06-21,Night,AN-01,0.697,0.278,93.17,99.554,9.07
2025-06-22,Morning,AN-01,0.701,0.234,92.54,99.631,8.71
2025-06-22,Evening,AN-02,0.61,0.229,96.04,99.808,8.86
2025-06-22,Night,AN-03,0.792,0.21,92.84,99.761,8.88
2025-06-23,Morning,AN-03,0.636,0.207,94.25,99.605,9.03
2025-06-23,Evening,AN-03,0.688,0.26,90.99,99.789,9.22
2025-06-23,Night,AN-04,0.896,0.169,89.16,99.854,9.28
2025-06-24,Morning,AN-04,0.824,0.236,96.59,99.73,9.17
2025-06-24,Evening,AN-03,0.692,0.198,93.54,99.648,8.93
2025-06-24,Night,AN-02,0.845,0.185,97.0,99.852,9.18
2025-06-25,Morning,AN-03,0.893,0.241,93.38,99.816,8.68
2025-06-25,Evening,AN-01,0.836,0.23,92.9,99.489,8.95
2025-06-25,Night,AN-03,0.793,0.256,94.5,99.694,9.31
2025-06-26,Morning,AN-04,0.648,0.226,95.62,99.575,9.05
2025-06-26,Evening,AN-02,0.825,0.242,89.08,99.738,9.08
2025-06-26,Night,AN-04,0.67,0.251,97.49,99.724,9.03
2025-06-27,Morning,AN-01,0.762,0.259,97.36,99.784,8.8
2025-06-27,Evening,AN-02,0.845,0.263,93.0,99.705,8.77
2025-06-27,Night,AN-04,0.844,0.217,86.81,99.768,8.92
2025-06-28,Morning,AN-03,0.72,0.228,90.78,99.624,9.01
2025-06-28,Evening,AN-03,0.726,0.26,93.98,99.856,7.53
2025-06-28,Night,AN-03,0.724,0.214,92.18,99.671,9.35
2025-06-29,Morning,AN-02,0.551,0.217,95.55,99.674,8.5
2025-06-29,Evening,AN-04,0.846,0.254,91.84,99.66,8.77
2025-06-29,Night,AN-03,0.776,0.173,94.49,99.668,8.13
2025-06-30,Morning,AN-02,0.655,0.233,97.88,99.599,8.91
2025-06-30,Evening,AN-04,0.783,0.166,93.91,99.594,8.76
2025-06-30,Night,AN-02,0.844,0.288,94.88,99.573,9.49
2025-07-01,Morning,AN-03,0.748,0.191,94.4,99.704,9.1
2025-07-01,Evening,AN-04,0.708,0.405,94.76,99.608,8.49
2025-07-01,Night,AN-02,0.815,0.325,95.33,99.71,9.09
2025-07-02,Morning,AN-03,0.804,0.216,92.41,99.666,9.11
2025-07-02,Evening,AN-01,0.756,0.22,91.98,99.731,8.99
2025-07-02,Night,AN-04,0.909,0.197,93.86,99.751,9.61
2025-07-03,Morning,AN-04,0.707,0.195,92.44,99.68,9.02
2025-07-03,Evening,AN-03,0.923,0.256,93.95,99.803,9.28
2025-07-03,Night,AN-03,0.705,0.187,94.1,99.806,9.04
2025-07-04,Morning,AN-03,0.846,0.35,93.4,99.617,9.27
2025-07-04,Evening,AN-02,0.785,0.305,95.97,99.854,8.61
2025-07-04,Night,AN-01,0.805,0.224,93.03,99.905,8.83
2025-07-05,Morning,AN-03,0.718,0.335,90.65,99.736,9.06
2025-07-05,Evening,AN-01,0.776,0.256,95.9,99.644,9.32
2025-07-05,Night,AN-02,0.767,0.217,93.75,99.677,8.99
2025-07-06,Morning,AN-03,0.762,0.202,93.8,99.859,9.17
2025-07-06,Evening,AN-01,0.659,0.233,92.17,99.755,8.64
2025-07-06,Night,AN-01,0.56,0.21,93.08,99.719,8.82
2025-07-07,Morning,AN-04,0.751,0.205,92.82,99.435,9.34
2025-07-07,Evening,AN-03,0.714,0.213,93.31,99.692,9.01
2025-07-07,Night,AN-04,0.665,0.253,95.44,99.674,8.87
2025-07-08,Morning,AN-02,0.661,0.393,87.95,99.668,9.03
2025-07-08,Evening,AN-01,0.791,0.181,93.42,99.714,8.87
2025-07-08,Night,AN-02,0.815,0.339,93.12,99.664,9.3
2025-07-09,Morning,AN-04,0.7,0.289,93.12,99.768,9.36
2025-07-09,Evening,AN-02,0.706,0.268,96.02,99.728,9.08
2025-07-09,Night,AN-04,0.773,0.203,97.86,99.804,9.38
2025-07-10,Morning,AN-03,0.673,0.269,92.28,99.583,8.95
2025-07-10,Evening,AN-04,0.915,0.183,91.97,99.589,9.14
2025-07-10,Night,AN-04,0.846,0.321,90.1,99.743,9.15
2025-07-11,Morning,AN-02,0.892,0.215,91.27,99.759,8.93
2025-07-11,Evening,AN-01,0.603,0.219,94.85,99.712,8.97
2025-07-11,Night,AN-02,0.646,0.193,92.81,99.775,8.67
2025-07-12,Morning,AN-03,0.825,0.346,96.13,99.739,9.39
2025-07-12,Evening,AN-01,0.715,0.208,92.65,99.649,9.32
2025-07-12,Night,AN-03,0.904,0.183,93.65,99.571,8.83
2025-07-13,Morning,AN-01,0.677,0.25,92.85,99.589,8.74
2025-07-13,Evening,AN-03,0.741,0.37,97.5,99.775,9.12
2025-07-13,Night,AN-01,0.766,0.23,91.56,99.661,8.96
2025-07-14,Morning,AN-04,0.914,0.22,95.14,99.621,8.81
2025-07-14,Evening,AN-01,0.837,0.174,90.57,99.656,8.77
2025-07-14,Night,AN-03,0.792,0.269,93.55,99.554,8.83
2025-07-15,Morning,AN-03,0.608,0.365,93.6,99.746,9.11
2025-07-15,Evening,AN-04,0.723,0.231,93.24,99.746,8.88
2025-07-15,Night,AN-02,0.735,0.345,91.91,99.992,8.77
2025-07-16,Morning,AN-02,0.705,0.233,94.2,99.714,8.72
2025-07-16,Evening,AN-03,0.848,0.196,91.27,99.699,8.97
2025-07-16,Night,AN-03,0.809,0.238,93.2,99.734,9.26
2025-07-17,Morning,AN-02,0.82,0.178,95.61,99.694,8.99
2025-07-17,Evening,AN-04,0.642,0.346,93.69,99.881,8.78
2025-07-17,Night,AN-04,0.934,0.335,94.9,99.885,8.93
2025-07-18,Morning,AN-03,0.704,0.23,95.46,99.678,9.27
2025-07-18,Evening,AN-03,0.866,0.222,94.23,99.719,8.58
2025-07-18,Night,AN-01,0.751,0.251,91.11,99.702,9.05
2025-07-19,Morning,AN-04,0.705,0.257,92.77,99.616,9.1
2025-07-19,Evening,AN-01,0.589,0.224,95.17,99.688,8.89
2025-07-19,Night,AN-03,0.737,0.344,91.51,99.519,9.03
2025-07-20,Morning,AN-04,0.762,0.211,93.25,99.774,9.01
2025-07-20,Evening,AN-02,0.667,0.191,95.13,99.728,9.04
2025-07-20,Night,AN-03,0.85,0.327,92.05,99.503,9.03
2025-07-21,Morning,AN-04,0.913,0.221,92.45,99.765,8.54
2025-07-21,Evening,AN-01,0.773,0.323,90.52,99.648,8.87
2025-07-21,Night,AN-01,0.832,0.18,93.84,99.632,8.97
2025-07-22,Morning,AN-02,0.584,0.217,93.18,99.667,8.74
2025-07-22,Evening,AN-03,0.656,0.31,95.58,99.691,8.68
2025-07-22,Night,AN-03,0.876,0.222,92.16,99.611,8.79
2025-07-23,Morning,AN-01,0.633,0.389,95.08,99.676,8.66
2025-07-23,Evening,AN-03,0.67,0.233,91.7,99.71,8.68
2025-07-23,Night,AN-02,0.607,0.367,95.73,99.703,9.47
2025-07-24,Morning,AN-03,0.855,0.323,96.01,99.552,8.9
2025-07-24,Evening,AN-02,0.724,0.356,95.38,99.889,9.17
2025-07-24,Night,AN-04,0.849,0.231,91.47,99.669,8.85
2025-07-25,Morning,AN-02,0.693,0.243,98.76,99.78,9.24
2025-07-25,Evening,AN-01,0.724,0.244,91.17,99.815,9.04
2025-07-25,Night,AN-04,0.704,0.297,93.97,99.546,9.06
2025-07-26,Morning,AN-04,0.72,0.198,94.17,99.865,9.03
2025-07-26,Evening,AN-03,0.83,0.244,90.12,99.721,8.96
2025-07-26,Night,AN-02,0.799,0.385,93.0,99.533,9.19
2025-07-27,Morning,AN-04,0.683,0.362,90.57,99.657,9.12
2025-07-27,Evening,AN-03,0.805,0.357,91.82,99.509,8.9
2025-07-27,Night,AN-04,0.83,0.237,89.26,99.663,8.99
2025-07-28,Morning,AN-02,0.691,0.259,91.12,99.749,9.07
2025-07-28,Evening,AN-04,0.88,0.218,92.87,99.708,8.76
2025-07-28,Night,AN-04,0.826,0.218,97.4,99.722,8.91
2025-07-29,Morning,AN-02,0.621,0.299,91.02,99.599,8.92
2025-07-29,Evening,AN-04,0.871,0.36,89.59,99.786,8.86
2025-07-29,Night,AN-04,0.766,0.231,95.78,99.598,8.86
2025-07-30,Morning,AN-01,0.793,0.233,92.91,99.572,9.13
2025-07-30,Evening,AN-01,0.683,0.345,89.65,99.768,9.13
2025-07-30,Night,AN-01,0.797,0.217,94.2,99.717,8.58
2025-07-31,Morning,AN-01,0.765,0.237,94.64,99.631,8.99
2025-07-31,Evening,AN-03,0.778,0.223,94.25,99.719,9.13
2025-07-31,Night,AN-04,0.866,0.292,92.11,99.742,8.83
2025-08-01,Morning,AN-04,0.74,0.195,91.9,99.893,9.11
2025-08-01,Evening,AN-02,0.614,0.295,91.82,99.777,9.13
2025-08-01,Night,AN-04,0.881,0.231,91.69,99.697,9.0
2025-08-02,Morning,AN-02,0.788,0.385,93.23,99.672,9.41
2025-08-02,Evening,AN-02,0.876,0.221,93.75,99.633,9.29
2025-08-02,Night,AN-02,0.733,0.25,94.18,99.829,8.68
2025-08-03,Morning,AN-03,0.688,0.212,96.86,99.78,9.22
2025-08-03,Evening,AN-04,0.637,0.198,92.38,99.683,8.78
2025-08-03,Night,AN-03,0.824,0.286,91.88,99.577,9.05
2025-08-04,Morning,AN-02,0.842,0.227,97.01,99.742,9.2
2025-08-04,Evening,AN-01,0.668,0.226,96.57,99.745,9.24
2025-08-04,Night,AN-03,0.731,0.193,91.11,99.692,9.3
2025-08-05,Morning,AN-04,0.677,0.203,93.16,99.862,9.14
2025-08-05,Evening,AN-03,0.644,0.329,90.13,99.66,9.12
2025-08-05,Night,AN-01,0.884,0.163,96.25,99.678,9.21
2025-08-06,Morning,AN-01,0.756,0.201,87.43,99.893,8.73
2025-08-06,Evening,AN-04,0.802,0.364,93.16,99.638,8.75
2025-08-06,Night,AN-03,0.663,0.19,89.91,99.765,8.67
2025-08-07,Morning,AN-01,0.842,0.197,96.77,99.547,9.41
2025-08-07,Evening,AN-02,0.72,0.314,90.51,99.621,9.08
2025-08-07,Night,AN-03,0.885,0.25,97.06,99.632,9.03
2025-08-08,Morning,AN-01,0.54,0.221,96.53,99.618,9.27
2025-08-08,Evening,AN-02,0.8,0.269,94.3,99.731,8.62
2025-08-08,Night,AN-04,0.54,0.244,94.36,99.763,9.09
2025-08-09,Morning,AN-04,0.601,0.223,95.91,99.69,8.76
2025-08-09,Evening,AN-02,0.702,0.254,92.57,99.698,8.95
2025-08-09,Night,AN-01,0.895,0.21,94.08,99.649,8.79
2025-08-10,Morning,AN-04,0.703,0.24,93.22,99.52,8.91
2025-08-10,Evening,AN-01,0.737,0.368,89.91,99.964,9.22
2025-08-10,Night,AN-03,0.73,0.249,93.75,99.68,8.57
2025-08-11,Morning,AN-03,0.759,0.201,94.54,99.415,8.79
2025-08-11,Evening,AN-03,0.66,0.317,96.73,99.62,8.68
2025-08-11,Night,AN-03,0.724,0.341,92.79,99.536,9.27
2025-08-12,Morning,AN-03,0.822,0.233,92.85,99.648,8.93
2025-08-12,Evening,AN-04,0.624,0.261,92.22,99.75,8.61
2025-08-12,Night,AN-01,0.656,0.345,89.09,99.64,9.27
2025-08-13,Morning,AN-01,0.613,0.341,87.4,99.759,9.02
2025-08-13,Evening,AN-03,0.788,0.211,90.17,99.722,9.14
2025-08-13,Night,AN-02,0.83,0.211,95.09,99.671,8.99
2025-08-14,Morning,AN-03,0.789,0.323,92.76,99.664,8.94
2025-08-14,Evening,AN-04,0.742,0.16,91.39,99.641,7.47
2025-08-14,Night,AN-03,0.58,0.209,95.69,99.675,7.8
2025-08-15,Morning,AN-03,0.791,0.207,90.38,99.679,9.3
2025-08-15,Evening,AN-01,0.628,0.19,95.46,99.78,9.23
2025-08-15,Night,AN-03,0.773,0.338,91.11,99.611,9.38
2025-08-16,Morning,AN-02,0.753,0.307,94.55,99.765,8.68
2025-08-16,Evening,AN-04,0.848,0.188,91.9,99.804,8.85
2025-08-16,Night,AN-04,0.822,0.225,91.56,99.46,9.45
2025-08-17,Morning,AN-04,0.734,0.167,95.31,99.52,9.04
2025-08-17,Evening,AN-02,0.826,0.219,92.57,99.741,8.95
2025-08-17,Night,AN-01,0.73,0.29,94.35,99.772,9.06
2025-08-18,Morning,AN-01,0.724,0.204,93.35,99.859,9.0
2025-08-18,Evening,AN-02,0.758,0.21,93.24,99.62,9.1
2025-08-18,Night,AN-04,0.605,0.212,93.08,99.665,9.66
2025-08-19,Morning,AN-04,0.774,0.197,93.83,99.718,8.83
2025-08-19,Evening,AN-04,0.766,0.368,93.23,99.67,8.75
2025-08-19,Night,AN-04,0.7,0.35,91.6,99.795,8.65
2025-08-20,Morning,AN-04,0.848,0.27,95.82,99.654,8.65
2025-08-20,Evening,AN-02,0.789,0.252,91.65,99.735,8.97
2025-08-20,Night,AN-03,0.818,0.224,92.1,99.727,9.06
2025-08-21,Morning,AN-01,0.639,0.251,91.93,99.704,8.98
2025-08-21,Evening,AN-04,0.768,0.245,95.7,99.666,8.96
2025-08-21,Night,AN-03,0.758,0.326,89.76,99.477,9.06
2025-08-22,Morning,AN-01,0.705,0.198,89.26,99.58,9.31
2025-08-22,Evening,AN-04,0.733,0.255,94.75,99.498,9.05
2025-08-22,Night,AN-04,0.724,0.208,90.88,99.687,9.14
2025-08-23,Morning,AN-03,0.851,0.229,91.07,99.567,8.61
2025-08-23,Evening,AN-02,0.803,0.235,95.16,99.767,9.08
2025-08-23,Night,AN-03,0.781,0.316,91.09,99.747,9.47
2025-08-24,Morning,AN-03,0.849,0.237,95.65,99.765,9.0
2025-08-24,Evening,AN-03,0.654,0.349,91.73,99.755,8.99
2025-08-24,Night,AN-02,0.622,0.32,92.15,99.618,9.21
2025-08-25,Morning,AN-02,0.867,0.236,92.43,99.514,9.06
2025-08-25,Evening,AN-03,0.746,0.29,92.89,99.678,9.07
2025-08-25,Night,AN-01,0.803,0.218,91.01,99.806,8.85
2025-08-26,Morning,AN-01,0.675,0.292,99.12,99.682,8.77
2025-08-26,Evening,AN-01,0.858,0.182,97.64,99.742,9.26
2025-08-26,Night,AN-04,0.867,0.233,87.67,99.677,8.73
2025-08-27,Morning,AN-03,0.809,0.201,93.96,99.67,8.95
2025-08-27,Evening,AN-02,0.811,0.344,91.87,99.688,8.77
2025-08-27,Night,AN-04,0.679,0.366,93.23,99.676,9.06
2025-08-28,Morning,AN-03,0.808,0.239,95.69,99.661,8.54
2025-08-28,Evening,AN-04,0.664,0.392,91.62,99.722,9.2
2025-08-28,Night,AN-01,0.704,0.392,91.75,99.679,8.97
2025-08-29,Morning,AN-02,0.709,0.195,92.9,99.65,8.89
2025-08-29,Evening,AN-02,0.843,0.234,87.95,99.754,9.07
2025-08-29,Night,AN-03,0.767,0.31,93.49,99.778,8.95
2025-08-30,Morning,AN-03,0.845,0.259,92.0,99.591,9.0
2025-08-30,Evening,AN-03,0.858,0.217,96.39,99.668,9.23
2025-08-30,Night,AN-01,0.768,0.211,93.67,99.566,9.22
2025-08-31,Morning,AN-02,0.755,0.159,96.53,99.649,9.01
2025-08-31,Evening,AN-01,0.725,0.245,95.28,99.584,8.9
2025-08-31,Night,AN-02,0.725,0.256,94.76,99.66,8.85
2025-09-01,Morning,AN-02,0.906,0.228,94.61,99.41,9.09
2025-09-01,Evening,AN-02,0.89,0.208,93.01,99.964,8.96
2025-09-01,Night,AN-03,0.64,0.216,96.15,99.775,8.99
2025-09-02,Morning,AN-03,0.725,0.192,94.02,99.62,9.37
2025-09-02,Evening,AN-03,0.727,0.255,93.28,99.671,8.77
2025-09-02,Night,AN-01,0.651,0.249,91.56,99.72,8.69
2025-09-03,Morning,AN-04,0.809,0.194,93.1,99.655,9.0
2025-09-03,Evening,AN-02,0.868,0.199,91.32,99.767,8.8
2025-09-03,Night,AN-04,0.674,0.214,94.86,99.731,8.85
2025-09-04,Morning,AN-02,0.726,0.228,94.41,99.649,8.88
2025-09-04,Evening,AN-04,0.76,0.228,95.2,99.692,9.02
2025-09-04,Night,AN-03,0.826,0.219,92.22,99.759,9.1
2025-09-05,Morning,AN-02,0.779,0.228,90.8,99.738,8.97
2025-09-05,Evening,AN-02,0.753,0.212,93.92,99.752,8.49
2025-09-05,Night,AN-03,0.919,0.196,94.26,99.628,9.17
2025-09-06,Morning,AN-01,0.666,0.234,94.11,99.796,8.8
2025-09-06,Evening,AN-04,0.753,0.238,93.86,99.767,8.79
2025-09-06,Night,AN-02,0.91,0.281,93.15,99.617,9.15
2025-09-07,Morning,AN-04,0.72,0.221,93.23,99.641,9.07
2025-09-07,Evening,AN-03,0.804,0.232,91.41,99.725,8.7
2025-09-07,Night,AN-01,0.73,0.228,95.82,99.479,8.9
2025-09-08,Morning,AN-02,0.836,0.21,86.62,99.618,9.3
2025-09-08,Evening,AN-04,0.747,0.24,93.79,99.74,9.05
2025-09-08,Night,AN-01,0.583,0.215,92.94,99.66,8.97
2025-09-09,Morning,AN-02,0.771,0.177,92.95,99.773,9.09
2025-09-09,Evening,AN-04,0.69,0.159,93.29,99.738,8.78
2025-09-09,Night,AN-03,0.685,0.21,93.88,99.583,9.18
2025-09-10,Morning,AN-02,0.811,0.163,94.88,99.62,9.08
2025-09-10,Evening,AN-04,0.73,0.181,92.87,99.602,8.77
2025-09-10,Night,AN-04,0.804,0.214,89.91,99.733,8.05
2025-09-11,Morning,AN-03,0.853,0.226,97.17,99.678,8.96
2025-09-11,Evening,AN-03,0.797,0.239,89.49,99.709,8.88
2025-09-11,Night,AN-02,0.689,0.214,94.02,99.798,8.62
2025-09-12,Morning,AN-01,0.765,0.238,93.17,99.84,8.8
2025-09-12,Evening,AN-03,0.727,0.21,93.96,99.692,7.71
2025-09-12,Night,AN-04,0.845,0.29,95.33,99.795,9.03
2025-09-13,Morning,AN-04,0.739,0.178,93.0,99.893,9.21
2025-09-13,Evening,AN-01,0.707,0.225,93.59,99.826,9.65
2025-09-13,Night,AN-02,0.841,0.257,91.57,99.653,10.01
2025-09-14,Morning,AN-04,0.695,0.249,95.59,99.837,8.79
2025-09-14,Evening,AN-03,0.788,0.222,95.54,99.787,8.81
2025-09-14,Night,AN-01,0.669,0.169,93.49,99.634,8.94
2025-09-15,Morning,AN-01,0.673,0.211,92.43,99.969,9.21
2025-09-15,Evening,AN-04,0.802,0.248,92.46,99.585,9.07
2025-09-15,Night,AN-04,0.684,0.214,92.26,99.329,9.44
2025-09-16,Morning,AN-01,0.716,0.186,94.38,99.8,9.22
2025-09-16,Evening,AN-01,0.779,0.2,92.07,99.7,9.44
2025-09-16,Night,AN-04,0.786,0.205,92.56,99.724,8.68
